text,label
okay so the electrician texted that the flight is happening at the gym,info
hey the internet banking otp came without me doing anything you know,risk
hey can you look up the number for the clinic,question
actually let's meet at 4 pm not 4 pm,decision
i'm worried priya sounded really unwell on the call,risk
so street dogs near the pharmacy looked aggressive today,risk
so dr mehta hasn't picked up the phone since lunchtime,risk
dr mehta texted that the trip is happening at the grocery store,info
um we still have to call the plumber,task
the inverter battery is swelling up don't touch it na,risk
the review venue changed to the gym,info
did you notice the wire is sparking,risk
acha okay na,ordinary
arre we'll attend to it later i guess,task
so street dogs near the airport looked aggressive today only,risk
you know the invoice finally got delivered to the school,info
long time time no see,ordinary
can you return the library books books when you get time actually,task
does anyone know where i kept the parcel,question
yeah only,ordinary
who should i contact about the tickets,question
okay then thursday early morning is locked for the party right,decision
um aunt seema said said the brakes feel loose please look at it,risk
listen that actor is so good in the weather,ordinary
what time does the market open on saturday,question
by the way did you notice the door is unlocked right,risk
first thing wednesday morning i'll collect the laundry,task
so this song is stuck in my head actually,ordinary
listen the strike is over buses are back from this weekend,info
you know the plumber hasn't picked up the phone since noon,risk
actually remind me to water the plants friday,task
first thing thursday morning i'll recharge the phone,task
i'll i'll transfer more than expected to priya by friday,task
listen the ladder is shaky don't climb it alone,risk
that actor is so good in the traffic right,ordinary
okay so hahaha good one yaar,ordinary
scrap the old plan we start fresh from tuesday,decision
by the way could you find out the fees for the interview,question
we're switching to to the new plan from sunday,decision
that meme was hilarious you know,ordinary
i will share the details with the electrician after the wedding,task
make sure the laptop reaches the plumber by early morning,task
um my back hurts from sitting all day right,ordinary
hey the brakes feel loose someone should check na,risk
you know how do we get get to the airport from here,question
so our neighbour reached safely an hour ago,info
our slot at the gym got moved to noon,info
let's cut the budget for the presentation by 1200,decision
how many people are coming to the interview,question
we'll do the interview first and collect the laundry after,decision
hmm let me think right,ordinary
did you watch the traffic yesterday,ordinary
you know can you check when the meeting starts,question
so can somebody check the status of the documents,question
actually task for this weekend is to pick up the medicine,task
update sarah cleared the interview yaar,info
we are are shifting the appointment from tomorrow to monday,decision
you know i'll get it done done and update you by 530 yaar,task
hey first thing thursday morning i'll call the plumber actually,task
our booking at the clinic is confirmed for tuesday,info
i'm secondguessing this whole plan only,decision
hey do you know what time the metro station closes right,question
our slot at the gym got moved to 8 pm,info
the inverter battery is swelling up don't touch it actually,risk
the laptop finally got delivered to the market,info
our neighbour hasn't picked up the phone since 8 pm,risk
arre update the electrician cleared the interview,info
you know cool cool,ordinary
first thing day after tomorrow morning i'll send the email,task
um our slot at the service center got moved to 7 in the evening,info
we're switching to the new plan from day after tomorrow right,decision
you know yeah i know right,ordinary
um did you watch that show yesterday,ordinary
i will share the details with priya after the trip,task
i think the brakes feel loose,risk
uh the inverter battery is swelling up don't touch it,risk
listen i've decided to quit and look for something better,decision
make sure the photos reaches priya by 4 pm,task
arre we'll get around to it i suppose,task
listen task for monday is to pay the electricity bill right,task
by the way this tea is perfect,ordinary
the new phone looks nice though you know,ordinary
how long does it take to reach the grocery store,question
task for sunday is to collect the laundry,task
so careful the milk has gone bad yaar,risk
pending item is to book the tickets don't let me forget only,task
the office is running a big sale till sunday,info
uh watch out the tap is leaking badly,risk
okay so we really need to address this at some point,ordinary
by the way moving the documents to sunday everyone okay with that done then,decision
so street dogs near the service center looked aggressive today,risk
actually i'm not sure that's going to work,decision
okay bye see you actually,ordinary
we decided to cancel the party,decision
okay so instead of buying let's just rent the laptop,decision
um first thing tomorrow morning i'll pay the electricity bill,task
how many many people are coming to the wedding,question
okay so that actor is so good in the food,ordinary
let's cut the budget for the laptop by the full amount,decision
can someone find out if the grocery store is open tuesday right,question
hey yeah i i know right,ordinary
the documents finally got delivered to the bank,info
um let's cut the budget for the medicine by more than expected,decision
i'll pick up the rent from the grocery store on my way back only,task
by the way who should i contact about the laptop,question
the deadline for the laptop moved to friday only,info
the new timings for the gym are 9 am to noon,info
um careful the brakes feel loose yaar,risk
the landlord confirmed the review is at 7 in the evening,info
let's move the interview to saturday,decision
you know let's cancel the cab and take the train,decision
uh i i have to drop the laptop at the restaurant next week,task
insurance claim got approved for 2000 rupees,info
we're switching to the new plan from thursday you know,decision
you know is there a way to reschedule the interview,question
listen watch out the brakes feel loose,risk
hey final call we're skipping the interview this time,decision
we'll do the class first and return the library books after,decision
uh i think the stove is still on,risk
note it down we must water the plants by next week,task
have to submit the charger before the flight,task
let me finish the the medicine tonight and send it over yaar,task
there's a crack on the wall near the bank getting bigger,risk
um the report finally got delivered to the restaurant only,info
we still have to renew the insurance yaar,task
haha that's funny yaar,ordinary
hey i'll call priya friday about the documents na,task
listen we decided to cancel the interview,decision
so yeah,ordinary
the electrician texted that the review is happening at the grocery store,info
hey kids these days i tell you you know,ordinary
what was the address the teacher sent,question
scrap the old plan we start fresh from saturday,decision
hey i'll get it done and update you by 7 in the evening,task
she she sings really well,ordinary
hey how do we get to the gym from here,question
uh how many people are coming to the interview,question
does anyone know where i kept the tickets,question
final call we're skipping the flight this time yaar,decision
he's always late anyway right,ordinary
nothing interesting on on tv these days,ordinary
uh pending item is to recharge the phone don't let me forget,task
arre can somebody check the status of the medicine you know,question
let's split the cost of the charger you know,decision
the interview venue changed to the pharmacy,info
is the school open on this evening or not,question
can someone find out if the service center is open tonight you know,question
i'll pick up the rent from the restaurant on my way back,task
we decided to cancel the meeting,decision
okay so low balance alert came twice something's wrong with the account,risk
long time no no see,ordinary
the results are out tuesday,info
let's do the review at 530 instead,decision
okay so should we take a cab or the metro to the airport,question
arre how are you doing right,ordinary
i love love this place,ordinary
arre nothing nothing interesting on tv these days,ordinary
we're postponing the wedding to sunday,decision
you know that link the landlord forwarded looks like a scam right,risk
you know just scrolling scrolling reels,ordinary
moving the report to thursday everyone okay with that done then,decision
actually final call we're skipping the trip this time,decision
okay so can someone find out if the service center is open this weekend yaar,question
we agreed to keep the class at the clinic itself,decision
i'll get it done and update you by 9 am,task
the new timings for the school are 1030 to 9 am,info
the dog did did the funniest thing today,ordinary
um let's book the school before the prices go up,decision
um i love this place,ordinary
we'll do the party first and pick up the medicine after,decision
so hahaha good one,ordinary
actually how are you doing,ordinary
by the way the teacher said the tap is leaking badly please look at it,risk
what documents do they need at the service center,question
the plumber reached safely an hour ago,info
someone has to submit the form before the interview,task
don't eat eat that it's been out since tonight,risk
um is there a way to reschedule the interview,question
okay then tuesday 9 am is locked for the review,decision
let's move the class to wednesday,decision
so our booking at the airport is confirmed for tonight only,info
arre how long does it take to reach the airport,question
listen the the pressure cooker whistle is stuck be careful,risk
the gym was empty today only,ordinary
by the way i miss home food,ordinary
actually what time does the clinic open on tonight you know,question
what's up you know,ordinary
how many people are coming to the call,question
can you you look up the number for the school,question
um pending item is to recharge the phone don't let me forget,task
hey don't eat that it's been out since monday only,risk
by the way the restaurant is running running a big sale till tomorrow,info
uh monsoon started early this year,ordinary
hey that actor is so good in the traffic,ordinary
hey results came and she passed with distinction,info
the landlord increased the rent rent by a lot,info
the pressure cooker whistle is stuck be be careful,risk
so watch out the iron was left plugged in right,risk
listen okay bye bye see you,ordinary
so someone has to submit the form before the review,task
by the way have to submit the rent before the appointment,task
is the grocery store open on saturday or not,question
uh kids were playing near the main road again,risk
by the way did anyone ask the teacher about the rent,question
what was the address the landlord sent,question
okay so i need to send the email before 7 in the evening,task
instead of buying let's just rent the report,decision
you know hahaha good one,ordinary
hey hahaha good one na,ordinary
watch out the wire is sparking only,risk
the documents finally got delivered to the gym,info
uh the deadline for the documents moved to sunday,info
need to book a a cab for lunchtime,task
uh the traffic was crazy as usual,ordinary
i think the stove is still on,risk
so i'm worried priya sounded really unwell on the call,risk
you know news says the bank metro line opens this evening,info
so scrap the old plan we start fresh from day after tomorrow,decision
so my brother said the stove is still on please look at it,risk
by the way we'll sort it out one of these days,task
arre what documents do they need at the gym na,question
hmm let me think actually,ordinary
which bus goes to the restaurant,question
um yeah i know right you know,ordinary
the new timings for the metro station are 7 in the evening to lunchtime,info
by the way arre wah nice,ordinary
where do we submit the rent,question
the new timings for the office are 530 to 8 pm,info
um should we take a cab or the metro to the school right,question
i'll pick up the presentation from the pharmacy on my way back you know,task
by the way careful the gas smells weird,risk
actually dr mehta is getting discharged saturday morning,info
hmm let let me think,ordinary
listen is the pharmacy open on tonight or not only,question
i said i'd help aunt seema with the presentation thursday,task
hey update ankit cleared the the interview,info
the class venue changed to the metro station,info
can you you recharge the phone when you get time,task
uh the food was really good yaar,ordinary
the results are out monday,info
what was the address my brother sent only,question
scrap the old plan we start fresh from monday,decision
i'll pick up the documents from the bank on my way back,task
first thing this weekend morning i'll book the tickets,task
uh how many people are coming to the call,question
so that meme was hilarious,ordinary
how much did we pay for the keys last time na,question
i'm not sure that's going to work,decision
could you find out the fees for the review,question
uh not sure who's handling that but someone should you know,task
careful the tap is leaking badly,risk
i'm worried my boss sounded really unwell on the call,risk
okay so what was the address priya sent,question
is it possible to change the date of the the checkup,question
by the way i'll follow up with the teacher about the flight,task
so that was a great match right,ordinary
i'm supposed to send the presentation to the teacher today,task
did you watch cricket yesterday actually,ordinary
hey hey the internet banking otp came without me doing anything you know,risk
by the way the refund of the full amount got credited today,info
so it's settled our neighbour pays for the medicine this time,decision
first thing day after after tomorrow morning i'll call the plumber you know,task
by the way the meeting got cancelled cancelled next week,info
i've decided to quit and look for something better yaar,decision
okay so our neighbour hasn't picked up the phone since noon,risk
i'm worried mom sounded really unwell on the call,risk
you know okay final we're going with the cheaper option only,decision
we should hang out sometime only,ordinary
so someone ought to take care of that,task
hey somebody has to deal with this at some point,task
listen which bus goes to the office,question
they announced a a holiday on sunday,info
my brother is getting discharged this weekend morning right,info
um how do we get to the service center from here,question
news says the market metro line opens opens tonight,info
i said i'd help mom with the laptop tonight na,task
so we agreed to keep the call at the restaurant itself,decision
um mom shifted to the new place last week,info
our neighbour's fever isn't coming down since tonight,risk
the dog did the funniest thing today right,ordinary
my boss hasn't picked up the phone since noon,risk
he's always late anyway you know,ordinary
moving the invoice to friday everyone okay with that done then,decision
is the offer on the parcel still valid right,question
somebody left the gate open all night na,risk
by the way the refund of a lot got credited today,info
let's do the party at 9 am instead,decision
you know know we're postponing the call to sunday,decision
the delivery delivery guy hasn't picked up the phone since 530,risk
um hey the tap is leaking badly someone should check you know,risk
how much did we pay for the rent last time,question
can you look up the number for the market,question
i need to pay the electricity bill before 7 in the evening,task
uh instead of buying let's just rent the parcel,decision
hey we still have to call the plumber na,task
who should i contact about the parcel na,question
don't forget to send the email you know,task
results came and she passed with distinction na,info
you know how long does it take to reach the airport,question
you know there's water leaking near the switchboard only,risk
hey i'm worried our neighbour sounded really unwell on the call you know,risk
hey this tea is perfect,ordinary
by the way that link dr mehta forwarded looks like a scam,risk
did you watch that show yesterday,ordinary
hey we'll sort it out one of these days,task
careful the wire is sparking,risk
so tired tired today man,ordinary
it's settled the delivery guy pays for the medicine this time,decision
does anyone know where i kept the photos,question
okay so is it possible to change the date of the appointment,question
by the way let's drop the idea of the review this month,decision
arre let's cancel the cab and take the train,decision
arre we'll do the call first and book the tickets after,decision
first thing day after tomorrow morning i'll call the plumber na,task
kids these days i tell you,ordinary
they announced a holiday on day after tomorrow na,info
we're we're not renewing the subscription anymore,decision
by the way it's settled priya pays for the documents this time na,decision
arre did you see how crowded the pharmacy was,ordinary
what time does the grocery store open on saturday,question
um results came and she passed with distinction yaar,info
so what time does the gym open on thursday,question
it's settled the plumber pays for the laptop this time yaar,decision
i'll follow up with the teacher about the meeting,task
listen there's a crack on the wall near the bank getting bigger,risk
we're postponing the appointment to this evening,decision
the salary got credited early early this month,info
we are shifting the trip from day after tomorrow tomorrow to next week,decision
let's move the meeting to friday,decision
okay so insurance claim got approved for half of it,info
so so that link the teacher forwarded looks like a scam,risk
hey could you find out the fees for the checkup right,question
we decided to cancel the trip,decision
you know no way really,ordinary
that link the plumber forwarded looks like a scam actually,risk
i'll call aunt seema tomorrow about the documents,task
okay final we're going with the cheaper option only,decision
hey nothing much just chilling,ordinary
ankit is getting discharged next week morning,info
does anyone know where i kept the parcel you know,question
can somebody check the status of the charger,question
actually yeah,ordinary
listen instead of buying let's just rent the parcel,decision
okay so where do we submit the form,question
uh i have to drop the medicine at the restaurant wednesday,task
okay so not sure who's handling that but someone should,ordinary
um let's move the appointment to monday,decision
i have to drop the tickets at the school sunday right,task
we're switching to the new plan from monday,decision
good morning everyone yaar,ordinary
our slot at the school got moved to 8 pm,info
what's up right,ordinary
actually let's go ahead ahead with the teacher's suggestion,decision
arre we decided to cancel the interview,decision
okay so still have to confirm the booking with the gym,task
so i will share the details with the teacher after the party actually,task
our booking at the market market is confirmed for tuesday only,info
we really need to address this at some point you know,task
hey insurance claim got approved for 500 rupees right,info
need to book a cab for 8 pm,task
you know make sure the rent reaches rahul by noon,task
let's split the cost of the parcel right,decision
so that link mom forwarded looks like a scam,risk
so kids these days i tell you,ordinary
i need to collect the laundry before 7 in the evening yaar,task
i love this place na,ordinary
okay so i said i'd help rahul with the laptop next next week,task
task for next week is to book the tickets,task
hahaha good one right,ordinary
listen i'll send the keys by friday only,task
update my boss cleared the interview,info
we should should hang out sometime actually,ordinary
okay so news says the restaurant metro line opens friday,info
you know the traffic was crazy as usual,ordinary
um the delivery guy hasn't picked up the phone since noon,risk
okay so the teacher said the floor is wet please look at it,risk
we're switching to the new plan from next week,decision
sarah's fever isn't coming down since tomorrow,risk
street dogs near near the gym looked aggressive today,risk
okay so what did the doctor say about the reports you know,question
actually my brother's fever isn't coming down since monday,risk
so i'm fine thanks,ordinary
hey the electrician said the power will be cut,info
let's do the wedding at noon instead na,decision
got the confirmation the assignment ships tomorrow,info
you know i'm skeptical this is going to work out,decision
street dogs dogs near the gym looked aggressive today,risk
um someone needs to sort this out,ordinary
uh let's do the flight at lunchtime instead,decision
by the way someone has to renew the insurance before the call,task
actually i'm worried the teacher sounded really unwell on the call,risk
hey the gas smells weird someone should check,risk
watch out the floor is wet,risk
not sure who's handling that but someone should you know,task
let's do the trip at 530 instead,decision
by the way the pressure cooker whistle is stuck be careful,risk
anyway how was your day only,ordinary
okay so how long does it take to reach the office,question
hey they announced a holiday on sunday,info
how long does it take to reach the clinic,question
the new timings for the metro station are early morning to 530,info
listen the inverter battery is swelling up don't touch it,risk
i said i'd help the plumber with the form this weekend,task
uh have to submit the laptop before the party,task
by the way fine let's not invite our neighbour then,decision
is the school open on this weekend or not,question
listen we'll do the meeting first and pay the electricity bill after,decision
can can you find a good deal on the charger,question
arre the coffee here is decent,ordinary
could you find out the fees for the interview,question
hey we still have to book the tickets,task
the plumber's fever isn't coming down since saturday,risk
there's a crack on the wall near the the grocery store getting bigger,risk
so we'll do the review first and book the tickets after,decision
the grocery store is running a a big sale till next week,info
by the way the coffee here is decent,ordinary
the restaurant is running a big sale till day after tomorrow,info
by the way my boss shifted to the new place last week,info
news says the airport metro line opens thursday,info
nothing interesting on tv these days yaar,ordinary
ankit got selected for the job yaar,info
i'll pick up the charger from the office on my way back,task
actually update mom cleared the interview,info
listen there's a crack on the wall near the gym getting bigger,risk
scrap the old plan we start fresh from this weekend,decision
is the offer on the parcel still valid,question
uh i'll pick up the rent from the pharmacy on my way back,task
listen the pressure cooker whistle is stuck be careful,risk
hey the dog did the funniest thing today,ordinary
our neighbour got selected for the job,info
by the way we agreed to keep the wedding at the school itself,decision
someone ought to take care of that,task
the new timings for the restaurant are 8 pm to lunchtime,info
arre street dogs near the market looked aggressive today,risk
i'll pick pick up the assignment from the service center on my way back,task
scrap the old plan we start fresh from thursday,decision
by the way how much did we pay for for the documents last time,question
by the way first thing saturday morning i'll collect the laundry,task
i will share the details with the landlord after the interview,task
news says the school metro line opens thursday,info
they announced a holiday on this weekend,info
okay so so tired today man,ordinary
we're switching to the new plan from tuesday,decision
let's cut the budget for the assignment by a lot,decision
you know the office is shifting to the new building day after tomorrow,info
insurance claim got approved approved for a lot,info
by the way what was the address the landlord sent only,question
mom said the stove is still on please look at it,risk
arre lol,ordinary
listen still have to confirm the booking with the school,task
the deadline for the assignment moved to sunday,info
so fine let's not invite the electrician then,decision
the pressure cooker whistle is stuck be careful,risk
i'll pick up the assignment from the bank on my way back,task
someone has to book the tickets before the trip,task
hey hey i have to drop the medicine at the clinic sunday,task
the plumber got got selected for the job,info
news says the gym metro line opens monday,info
i'll call rahul thursday about the presentation only,task
how long does it take to reach the the market,question
uh the pressure cooker whistle is stuck be careful right,risk
by the way we'll do the appointment first and renew the insurance after yaar,decision
hey instead of buying let's just rent the invoice,decision
i'll get it done and update you by 530,task
hey our booking at the airport is confirmed for tuesday,info
does anyone know where i kept the assignment,question
did anyone ask ankit about the tickets,question
you know i'll follow up with dr mehta about the party,task
you know we'll deal with it eventually you know,ordinary
someone has to pick up the medicine before the review,task
actually there's a crack on the wall near the school getting bigger,risk
so we'll do the interview first and call the plumber after,decision
arre we still have to recharge the phone,task
did you see how crowded the service center was,ordinary
listen the clinic is running a big sale till friday actually,info
um did you see how crowded the service center was,ordinary
news says the gym metro line opens next week na,info
note it down down we must water the plants by this weekend,task
um okay bye see you,ordinary
hey did you see how crowded the metro station was right,ordinary
by the way did you see how crowded the market was na,ordinary
the clinic is running a big sale till tonight,info
actually can you check when the wedding starts,question
we really need to address this at some point you know,ordinary
actually actually just scrolling reels,ordinary
the trip venue changed to the bank,info
dr mehta's fever isn't coming down since this weekend,risk
so i'm worried my brother sounded really unwell on the call,risk
okay so just heard that the flight got delayed na,info
dr mehta hasn't picked up the phone since noon,risk
hey the door is unlocked someone should check yaar,risk
can you find a good deal on the medicine,question
pending item is to send the email don't let me forget,task
where do we submit the assignment right,question
listen final call we're we're skipping the party this time,decision
uh let's go ahead with priya's suggestion,decision
you know don't forget to fix the tap,task
actually someone has to book the tickets before the party,task
he's always always late anyway actually,ordinary
so we agreed to keep the appointment at the airport itself only,decision
dad texted that the wedding is happening at the school,info
the gym is running a big sale till saturday,info
does anyone know where i kept the charger,question
instead of buying let's just rent the tickets,decision
um the gym was empty today you know,ordinary
um monsoon started early this year only,ordinary
i'll send the invoice by day after tomorrow,task
by the way need to book a cab for 4 pm,task
by the way is it possible to change the date of the flight,question
i have to drop the laptop at the restaurant this evening you know,task
we still have to return the library library books,task
so haha that's funny,ordinary
you know so tired today man,ordinary
watch out the floor is wet na,risk
um aunt seema got selected for the job,info
note it down we must collect the laundry by wednesday,task
let's go ahead with our neighbour's suggestion,decision
okay then wednesday 7 in the evening is locked for the meeting,decision
arre can you submit the form form when you get time,task
so priya got selected for the job,info
we'll take the morning morning train instead of the flight,decision
hey got the confirmation the assignment ships ships friday,info
is the offer on the report still valid,question
let's cut the budget for the tickets by the full amount,decision
somebody should look into that soon actually,task
lol actually,ordinary
we agreed to keep the wedding at the grocery store itself,decision
so the traffic was crazy as usual,ordinary
listen we'll attend to it later i guess,ordinary
arre how do we get to the restaurant from here,question
the electrician texted that the class is happening at the the bank,info
how much did we pay for the invoice last time,question
listen the traffic was crazy as usual,ordinary
long time no see na,ordinary
the deadline for the rent moved to next week,info
actually hmm yeah makes sense only,ordinary
you know our booking at the service center center is confirmed for day after tomorrow,info
results came and she passed passed with distinction,info
my boss hasn't picked up the phone since 530,risk
uh is it possible to change the date of the call,question
the strike is over buses are are back from saturday,info
let's do the flight at at 8 pm instead,decision
listen someone has to call the plumber before the appointment,task
arre we should hang out sometime na,ordinary
our slot at the gym got moved to lunchtime,info
rahul confirmed the checkup is at lunchtime yaar,info
listen got the confirmation the report ships next week,info
listen how much did we pay for the parcel last time,question
uh let's drop the idea of the class this month,decision
by the way don't eat that it's been out since tonight right,risk
can someone find out if the airport is open wednesday,question
moving the medicine to saturday everyone okay with that done then you know,decision
arre the internet banking otp came without me doing anything,risk
arre i'll transfer a lot to rahul by thursday,task
is there a way to reschedule the appointment only,question
by the way task for tuesday is to return the library books,task
the new timings for the school are 4 pm to 530,info
uh what what did the doctor say about the reports,question
listen is it possible to change the date of the appointment,question
dr mehta hasn't picked up the phone since 8 pm yaar,risk
um still have to confirm the booking with the office,task
ankit said the prices went up again,info
just heard that the office is shifting to the new building,info
listen they announced a holiday on this weekend,info
so there's a crack on the wall near the service center getting bigger,risk
we decided to cancel the party actually,decision
sarah hasn't picked up the phone since early morning,risk
how many people are coming to the checkup,question
okay so did you watch that show yesterday right,ordinary
actually did anyone ask the teacher about the photos,question
you know i'll transfer the full amount to mom by thursday,task
you know i said i'd help aunt seema with the keys sunday,task
our booking at the market is confirmed for sunday,info
uh the extension board is overheating unplug it na,risk
i said i'd help aunt seema with the presentation tuesday,task
so did anyone ask sarah about the tickets,question
can somebody check the status status of the presentation actually,question
okay so careful the gas smells weird,risk
task for tonight is to pay the electricity bill actually,task
ankit texted that the flight is happening at the service center,info
you know actually let's meet at lunchtime not 9 9 am,decision
decided we're selling the old bike only,decision
is there a way to reschedule the meeting,question
the meeting venue changed to the market,info
i'll call dad next week about the documents,task
the wedding venue changed to the bank,info
arre we'll deal with it eventually,ordinary
uh aunt seema confirmed the class is at 4 pm you know,info
i have to drop the form at the bank tomorrow,task
um where do we submit the tickets,question
you know did you see how crowded the office was na,ordinary
okay so hey the milk has gone bad someone someone should check,risk
you know do you know what time the metro station closes,question
the geyser was on the whole night that's risky yaar,risk
so our neighbour said the milk has gone bad please look at it,risk
mom texted that the class is happening at the service center,info
can somebody check the status of the documents actually,question
hey watch out the milk has gone bad,risk
the refund of the full amount got credited today you know,info
that link the teacher forwarded looks like a scam only,risk
actually that actor is so good in the news,ordinary
our neighbour said the wire is sparking please look at it,risk
actually that was a great match,ordinary
okay then monday 1030 is locked for the class you know,decision
i'll pick up the medicine from the pharmacy on my way back,task
um i have to drop the presentation at the metro station monday,task
our slot at the bank got moved to 1030,info
listen i smell something burning from the kitchen,risk
hey dr mehta got selected for the job,info
first thing next week morning i'll recharge the phone,task
news news says the clinic metro line opens this evening,info
by the way the extension board is overheating unplug it,risk
hey you take care of the charger and i'll handle the rest,task
that was a great great match,ordinary
my brother is is getting discharged tuesday morning,info
listen can someone find out if the bank is open day after tomorrow,question
you you know is the market open on next week or not,question
so the pressure cooker whistle is stuck be careful,risk
so i think the gas smells weird actually,risk
that actor is is so good in that movie,ordinary
arre there's water leaking near the switchboard you know,risk
can someone find out if the metro station is open friday,question
listen okay then wednesday 1030 is locked for the flight,decision
the landlord increased the rent by a lot,info
let's split the cost of the parcel,decision
okay so i'll transfer a lot to my brother by this evening,task
task for wednesday is to fix the tap,task
so let's cut the budget for the medicine by more than expected,decision
arre did you notice the wire is sparking yaar,risk
hey low balance alert came twice something's wrong with the account,risk
you know can you find a good deal on the photos yaar,question
so does anyone know where i kept the keys,question
arre nothing much just chilling,ordinary
arre what was the address the landlord sent,question
our neighbour said the balcony railing is loose please look at it,risk
should we take a cab or the metro to the gym right,question
not sure this is going to pan out,decision
actually the plumber hasn't picked up the phone since 7 in the evening,risk
rahul is getting discharged tuesday morning,info
do you know what time the restaurant closes,question
the landlord increased the rent by the full amount,info
i said i'd help the teacher with the form tonight,task
is the metro station open on tuesday or not,question
the strike is over buses are back from thursday,info
i have to drop the laptop at the office day after tomorrow actually,task
is the pharmacy open on monday or not,question
hey the ladder is shaky don't climb it alone,risk
arre let's drop the idea of the wedding this month,decision
i love this place actually,ordinary
first thing this weekend morning i'll pay the electricity bill only,task
you know street dogs near the restaurant looked aggressive today,risk
by the way did anyone ask sarah about the laptop you know,question
the refund of half of it got credited today,info
can someone find out if the office is open tomorrow,question
by the way way our slot at the metro station got moved to 4 pm,info
by the way how much did we pay for the assignment last time,question
remind me to collect the laundry tuesday,task
street dogs near the grocery store looked aggressive today yaar,risk
hey the internet banking otp came without me doing anything,risk
actually can someone find out if the restaurant is open this evening right,question
we're postponing the party to tomorrow,decision
hey just heard that the train is running late right,info
the the bike's tyre looks completely worn out,risk
actually not sure who's handling that but someone should,task
the bank is running a big sale till next week,info
okay so there's a crack on the wall near the school getting bigger na,risk
uh is the offer on the tickets still valid,question
you know my boss's fever isn't coming down since this evening,risk
arre cool cool right,ordinary
um we're switching to the new plan from friday right,decision
how much did we pay for the assignment last time you know,question
um note it down we must book the tickets by this weekend,task
update the delivery guy cleared the interview yaar,info
that meme was hilarious na,ordinary
the teacher hasn't picked up the phone since noon,risk
arre okay okay final we're going with the cheaper option,decision
the strike is over buses are back from monday,info
so is the bank open on wednesday or not,question
uh that that meme was hilarious,ordinary
so let's do the wedding at early morning instead right,decision
where do we submit the invoice,question
uh the meeting venue changed to the clinic,info
we'll get around to it i suppose,ordinary
uh what documents do they need at the gym,question
hey the delivery guy's fever isn't coming down since day after tomorrow,risk
hey we're not renewing the subscription anymore only,decision
who should i contact about the report na,question
by the way i need to return the library books before 9 am,task
we'll do the party first and collect the laundry after,decision
actually we are shifting the wedding from wednesday to monday,decision
there's water leaking leaking near the switchboard,risk
hey the pressure cooker whistle is stuck be careful,risk
got the confirmation the form ships this weekend,info
actually ankit hasn't picked up the phone since 1030,risk
listen whom do we call if the service center is shut,question
did anyone ask mom about the rent,question
let's split the cost of the medicine,decision
no way really na,ordinary
okay so the extension board is overheating unplug unplug it you know,risk
dad texted that the wedding is happening at the clinic,info
does anyone know where i kept the invoice,question
the assignment finally got delivered to the bank,info
hey that meme was hilarious,ordinary
the strike is over buses are back from day after tomorrow,info
what time does the restaurant open on tomorrow,question
okay so arre wah nice you know,ordinary
by the way can you find a good deal on the keys,question
can someone find out if the school is open this weekend,question
by the way so tired today man actually,ordinary
dr mehta hasn't picked up the phone since 8 pm,risk
hey did you notice the milk has gone bad,risk
okay so someone has to call the plumber before the flight,task
the new timings for the grocery store are early morning to 4 pm,info
the delivery guy is coming down wednesday for the meeting,info
should we take a cab or the metro to the airport,question
okay final we're going with the cheaper option actually,decision
okay so cool cool,ordinary
hey update my brother cleared the interview,info
what was the address mom sent na,question
who should i contact about the medicine you know,question
okay so our slot at the grocery store got moved to noon,info
nothing interesting on tv these days days actually,ordinary
the landlord hasn't picked up the phone since 1030,risk
instead of buying let's just rent the invoice,decision
did you notice the milk has gone bad yaar,risk
actually the ceiling fan is wobbling badly get it checked,risk
how long does it take to reach the market only,question
um our booking at the grocery store is confirmed for monday,info
by the way okay then friday 530 is locked for the appointment,decision
okay then tomorrow early morning is locked for the review,decision
we decided to cancel the appointment actually,decision
by the way low balance alert came twice something's wrong with the account,risk
let's do the interview at 530 instead,decision
he's always late anyway actually,ordinary
actually i had biryani for lunch,ordinary
the medicine expired last month month don't take it,risk
you know i miss home food you know,ordinary
so dad said the stove is still on please look at it,risk
don't forget to book the tickets yaar,task
actually i've decided to quit and look for something better,decision
mom shifted to the new place last week,info
got the confirmation the documents ships monday,info
i miss home food,ordinary
you know the dog did the funniest thing today,ordinary
monsoon started started early this year actually,ordinary
scrap the old plan we start fresh from day after tomorrow,decision
the deadline for the rent moved moved to monday,info
um the medicine expired last month don't take it,risk
uh let's let's cancel the cab and take the train actually,decision
so monsoon started early this year,ordinary
okay so i'm worried our neighbour sounded really unwell on the call,risk
listen the ceiling fan is wobbling badly get it checked,risk
the plumber reached safely an hour hour ago,info
news says the metro station metro line opens tomorrow,info
listen i will share the details with priya after the checkup,task
by the the way street dogs near the restaurant looked aggressive today,risk
hey make sure the documents reaches ankit by 9 am,task
um what was the address the electrician sent,question
actually careful the stove is still on,risk
what time does the clinic open on next week,question
how many people are coming to the appointment,question
listen don't eat that it's been out since day after tomorrow,risk
did you see how crowded the gym was,ordinary
okay so is the offer on the invoice still valid,question
uh watch out the brakes feel loose,risk
can someone find out if the airport is open open tomorrow,question
so the deadline for the medicine moved to tomorrow,info
by the way did anyone ask rahul about the report,question
priya got selected for the job,info
can somebody check the status of the keys,question
let's do the call at noon instead,decision
somebody should look into that soon actually,ordinary
can you look up the number for the pharmacy,question
okay so decided we're selling the old bike,decision
no way really right,ordinary
